FDPENKKI_00343	VFG012274(gb|WP_000044708)	30.270	185	126	3	112	295	5	187	7.48e-17	77.0
FDPENKKI_00350	VFG044392(gb|AAF33133)	29.665	209	139	5	7	213	318	520	6.55e-16	79.3
FDPENKKI_00356	VFG040771(gb|WP_011476870)	32.331	133	90	0	84	216	57	189	7.38e-19	81.3
FDPENKKI_00359	VFG015558(gb|WP_003092588)	100.000	498	0	0	1	498	1	498	0.0	1032
FDPENKKI_00365	VFG045705(gb|WP_003636663)	40.385	104	60	1	5	108	128	229	3.67e-20	81.6
FDPENKKI_00368	VFG049013(gb|WP_004201684)	39.906	213	119	4	4	213	5	211	1.71e-47	155
FDPENKKI_00371	VFG044083(gb|NP_250948)	23.887	247	177	4	5	244	14	256	4.50e-11	62.4
FDPENKKI_00374	VFG014048(gb|WP_010955558)	31.118	331	213	4	217	540	355	677	2.75e-31	128
FDPENKKI_00376	VFG001229(gb|NP_249103)	30.337	267	172	5	5	261	23	285	1.04e-25	105
FDPENKKI_00378	VFG043394(gb|YP_002343725)	28.252	761	507	14	11	748	7	751	2.30e-93	308
FDPENKKI_00379	VFG043207(gb|WP_005164481)	32.836	335	219	4	1	330	4	337	3.03e-47	162
FDPENKKI_00380	VFG049933(gb|WP_011199086)	32.990	194	116	6	152	344	452	632	2.08e-20	92.4
FDPENKKI_00390	VFG043482(gb|WP_011060196)	49.091	110	55	1	143	251	216	325	3.87e-29	112
FDPENKKI_00392	VFG031407(gb|WP_015289456)	37.073	615	358	9	143	737	157	762	1.76e-106	342
FDPENKKI_00405	VFG037706(gb|YP_001085329)	26.498	317	222	4	47	353	36	351	1.25e-20	92.0
FDPENKKI_00406	VFG036997(gb|WP_014580612)	25.211	1067	697	31	21	1024	17	1045	5.85e-61	226
FDPENKKI_00410	VFG050113(gb|WP_000590108)	36.364	231	136	5	1	227	1	224	1.77e-42	147
FDPENKKI_00415	VFG015816(gb|WP_012273375)	25.575	348	218	11	69	397	103	428	2.67e-11	64.7
FDPENKKI_00445	VFG010906(gb|WP_011213314)	59.016	61	25	0	1	61	1	61	2.57e-19	75.5
FDPENKKI_00496	VFG045688(gb|WP_002294134)	46.809	235	121	1	7	237	23	257	2.85e-71	219
FDPENKKI_00497	VFG002189(gb|WP_002359680)	43.333	120	65	1	142	258	140	259	4.04e-25	100
FDPENKKI_00499	VFG015002(gb|WP_003138017)	99.778	450	1	0	1	450	1	450	0.0	885
FDPENKKI_00500	VFG016677(gb|WP_011179439)	28.034	824	508	23	8	797	26	798	1.71e-78	269
FDPENKKI_00502	VFG013165(gb|WP_012340599)	48.961	337	170	1	7	341	4	340	2.37e-108	320
FDPENKKI_00503	VFG052301(gb|WP_011179437.1)	48.551	138	68	2	2	139	13	147	8.55e-43	138
FDPENKKI_00504	VFG037792(gb|WP_000064875)	50.584	257	126	1	3	258	6	262	1.09e-89	266
FDPENKKI_00505	VFG013384(gb|WP_010869121)	50.000	378	181	2	7	376	8	385	4.87e-125	365
FDPENKKI_00512	VFG013468(gb|WP_011962004)	66.784	283	92	1	1	281	1	283	2.36e-144	406
FDPENKKI_00513	VFG005579(gb|WP_000022815)	61.663	433	156	4	1	427	1	429	0.0	521
FDPENKKI_00515	VFG000688(gb|AAP42181)	29.185	233	144	8	12	232	9	232	1.50e-18	83.6
FDPENKKI_00518	VFG044083(gb|NP_250948)	34.948	289	182	2	7	290	16	303	4.38e-36	131
FDPENKKI_00519	VFG030323(gb|WP_015345151)	35.389	373	228	8	2	368	1	366	1.04e-61	202
FDPENKKI_00526	VFG043648(gb|NP_252312)	100.000	334	0	0	1	334	1	334	0.0	675
FDPENKKI_00539	VFG030629(gb|WP_094987104)	32.353	170	108	3	31	196	48	214	9.73e-14	69.3
FDPENKKI_00541	VFG030700(gb|WP_005098896)	45.296	287	143	4	4	282	6	286	1.18e-75	238
FDPENKKI_00544	VFG015873(gb|WP_011105129)	36.275	204	115	3	1	204	1	189	3.67e-27	102
FDPENKKI_00555	VFG029814(gb|WP_015304254)	27.696	408	247	14	68	438	60	456	1.00e-28	120
FDPENKKI_00556	VFG044373(gb|AAL65280)	35.500	200	119	4	8	203	294	487	5.87e-22	97.8
FDPENKKI_00558	VFG049150(gb|WP_000982270)	36.071	280	176	2	9	286	4	282	6.38e-57	191
FDPENKKI_00560	VFG043483(gb|WP_011064113)	41.038	424	216	8	24	416	21	441	3.60e-96	295
FDPENKKI_00561	VFG044083(gb|NP_250948)	29.603	277	175	8	2	267	11	278	2.55e-12	66.2
FDPENKKI_00570	VFG015519(gb|WP_012074246)	34.892	278	150	10	8	260	7	278	1.58e-24	99.0
FDPENKKI_00575	VFG044123(gb|WP_010930940)	33.053	357	222	7	5	350	13	363	1.03e-36	137
FDPENKKI_00580	VFG030398(gb|WP_014001578)	26.365	531	315	21	81	596	26	495	2.32e-30	125
FDPENKKI_00581	VFG026099(gb|WP_011402028)	30.682	352	189	16	9	334	1786	2108	3.75e-16	79.7
FDPENKKI_00583	VFG044083(gb|NP_250948)	30.970	268	171	3	2	263	11	270	1.08e-21	92.8
FDPENKKI_00590	VFG037990(gb|WP_000705810)	61.712	444	169	1	1	443	1	444	0.0	577
FDPENKKI_00593	VFG046915(gb|WP_012279795)	28.424	387	259	9	17	391	23	403	1.48e-34	137
FDPENKKI_00595	VFG021856(gb|WP_029104465)	34.483	261	168	2	4	262	2	261	1.25e-37	142
FDPENKKI_00596	VFG000670(gb|NP_706258)	34.286	315	193	9	9	317	3	309	3.94e-51	172
FDPENKKI_00597	VFG011157(gb|WP_003807107)	42.893	394	203	10	4	378	18	408	1.83e-102	308
FDPENKKI_00598	VFG000133(gb|NP_252241)	100.000	481	0	0	1	481	1	481	0.0	999
FDPENKKI_00599	VFG000132(gb|NP_252240)	100.000	216	0	0	1	216	1	216	1.72e-158	436
FDPENKKI_00600	VFG000131(gb|NP_252239)	100.000	391	0	0	1	391	1	391	0.0	784
FDPENKKI_00601	VFG019899(gb|WP_003110467)	100.000	520	0	0	1	520	1	520	0.0	1052
FDPENKKI_00602	VFG000129(gb|NP_252237)	100.000	367	0	0	1	367	1	367	0.0	763
FDPENKKI_00603	VFG014821(gb|WP_003092107)	100.000	474	0	0	1	474	1	474	0.0	986
FDPENKKI_00604	VFG000127(gb|NP_252235)	99.816	543	1	0	1	543	1	543	0.0	1108
FDPENKKI_00605	VFG000126(gb|NP_252234)	100.000	490	0	0	1	490	1	490	0.0	1000
FDPENKKI_00606	VFG014784(gb|WP_003110463)	99.789	475	1	0	1	475	1	475	0.0	937
FDPENKKI_00607	VFG000124(gb|NP_252232)	100.000	389	0	0	1	389	1	389	0.0	787
FDPENKKI_00608	VFG000123(gb|NP_252231)	100.000	493	0	0	1	493	2	494	0.0	1006
FDPENKKI_00609	VFG000122(gb|NP_252230)	100.000	436	0	0	1	436	1	436	0.0	894
FDPENKKI_00611	VFG013573(gb|WP_011608934)	41.250	320	174	4	7	317	4	318	1.23e-77	242
FDPENKKI_00612	VFG015903(gb|WP_011169509)	36.392	316	174	7	4	295	9	321	2.60e-56	184
FDPENKKI_00614	VFG042333(gb|WP_012368325)	30.812	1084	621	32	14	995	28	1084	1.44e-123	402
FDPENKKI_00620	VFG022829(gb|YP_001705132)	34.921	189	107	4	5	184	6	187	8.43e-35	121
FDPENKKI_00623	VFG014733(gb|NP_252216)	99.688	321	1	0	1	321	1	321	0.0	644
FDPENKKI_00626	VFG037709(gb|WP_000010642)	41.954	348	195	4	37	380	46	390	5.96e-85	263
FDPENKKI_00627	VFG037718(gb|WP_001027069)	59.174	1041	419	2	1	1036	1	1040	0.0	1175
FDPENKKI_00628	VFG037741(gb|WP_000633111)	28.099	484	317	8	4	465	8	482	1.65e-45	165
FDPENKKI_00644	VFG015859(gb|NP_252177)	99.909	1099	1	0	1	1099	1	1099	0.0	2247
FDPENKKI_00645	VFG051494(gb|WP_011105496.1)	70.303	660	191	2	1	660	1	655	0.0	969
FDPENKKI_00647	VFG041047(gb|NP_252174)	100.000	408	0	0	1	408	1	408	0.0	821
FDPENKKI_00650	VFG043385(gb|WP_001064464)	29.167	216	136	6	78	286	7	212	2.54e-13	69.7
FDPENKKI_00652	VFG015041(gb|WP_003092013)	100.000	295	0	0	1	295	1	295	0.0	610
FDPENKKI_00653	VFG000155(gb|NP_252168)	100.000	426	0	0	1	426	1	426	0.0	865
FDPENKKI_00654	VFG000152(gb|NP_252167)	99.585	241	1	0	1	241	1	241	0.0	501
FDPENKKI_00655	VFG019935(gb|WP_003111059)	99.502	201	1	0	1	201	1	201	5.05e-150	414
FDPENKKI_00656	VFG043099(gb|WP_001302033)	26.172	256	183	4	6	258	8	260	1.66e-25	101
FDPENKKI_00659	VFG006734(gb|WP_010990501)	38.843	121	67	6	61	181	348	461	7.09e-19	83.6
FDPENKKI_00664	VFG044370(gb|AAQ21378)	33.413	419	259	6	6	417	8	413	4.37e-57	194
FDPENKKI_00666	VFG044276(gb|WP_000170403)	22.535	355	251	8	49	392	15	356	4.99e-16	80.1
FDPENKKI_00669	VFG019942(gb|WP_012724914)	40.307	521	282	12	395	903	276	779	1.75e-90	307
FDPENKKI_00672	VFG041722(gb|WP_006489706)	33.782	669	345	20	1	587	1	653	7.38e-79	261
FDPENKKI_00681	VFG001404(gb|NP_216944)	34.375	160	91	5	31	190	47	192	4.40e-24	94.4
FDPENKKI_00684	VFG013192(gb|WP_012340414)	39.024	205	119	3	5	206	4	205	2.85e-37	134
FDPENKKI_00689	VFG013572(gb|WP_080334646)	35.426	223	128	3	21	230	7	226	2.89e-39	140
FDPENKKI_00691	VFG015295(gb|WP_005733208)	66.972	109	36	0	3	111	4	112	1.26e-48	150
FDPENKKI_00694	VFG041115(gb|WP_004528803)	37.879	132	82	0	53	184	79	210	2.49e-29	107
FDPENKKI_00695	VFG038839(gb|WP_011707832)	30.165	242	153	8	6	233	10	249	9.03e-15	71.2
FDPENKKI_00704	VFG038840(gb|WP_005300916)	32.618	233	138	4	5	227	1	224	1.44e-29	112
FDPENKKI_00715	VFG016502(gb|WP_011265103)	48.232	311	160	1	14	324	9	318	1.80e-101	301
FDPENKKI_00722	VFG044095(gb|NP_252100)	98.246	171	3	0	1	171	1	171	2.16e-118	331
FDPENKKI_00737	VFG044099(gb|NP_253393)	98.644	295	4	0	1	295	1	295	0.0	583
FDPENKKI_00738	VFG044100(gb|NP_253394)	100.000	255	0	0	1	255	1	255	1.27e-179	493
FDPENKKI_00739	VFG044101(gb|NP_253395)	100.000	327	0	0	1	327	1	327	0.0	605
FDPENKKI_00740	VFG044102(gb|NP_253396)	100.000	297	0	0	1	297	1	297	0.0	575
FDPENKKI_00741	VFG044103(gb|NP_253397)	99.435	354	2	0	1	354	1	354	0.0	708
FDPENKKI_00742	VFG044104(gb|NP_253398)	99.869	764	1	0	1	764	1	764	0.0	1565
FDPENKKI_00748	VFG020027(gb|WP_003117652)	33.333	264	147	8	4	256	3	248	1.13e-19	86.3
FDPENKKI_00751	VFG052929(gb|WP_075552529.1)	41.686	439	239	4	5	426	9	447	5.50e-103	313
FDPENKKI_00758	VFG038761(gb|WP_005320182)	28.713	303	190	11	682	979	56	337	4.50e-30	122
FDPENKKI_00759	VFG019760(gb|WP_012722471)	41.004	478	251	9	1	467	1	458	8.27e-103	315
FDPENKKI_00763	VFG009305(gb|WP_011562139)	49.296	284	135	6	1	282	14	290	3.65e-72	224
FDPENKKI_00764	VFG022623(gb|WP_013830813)	43.411	129	70	1	1	126	1	129	1.03e-31	109
FDPENKKI_00765	VFG013535(gb|WP_011609092)	49.174	545	274	3	8	550	4	547	0.0	566
FDPENKKI_00766	VFG030387(gb|WP_015304695)	26.888	543	341	17	79	614	11	504	4.61e-34	136
FDPENKKI_00777	VFG016492(gb|WP_010925206)	31.602	231	120	7	345	543	15	239	5.25e-15	77.8
FDPENKKI_00779	VFG039488(gb|WP_005769046)	47.020	151	79	1	3	152	2	152	1.68e-47	150
FDPENKKI_00783	VFG013515(gb|WP_011961967)	61.312	442	171	0	2	443	3	444	0.0	556
FDPENKKI_00785	VFG031167(gb|WP_005061265)	35.648	216	115	5	146	340	234	446	4.33e-31	128
FDPENKKI_00790	VFG047710(gb|WP_014547360)	57.831	1079	425	11	1	1054	1	1074	0.0	1241
FDPENKKI_00792	VFG047736(gb|WP_013921813)	48.158	380	187	4	5	378	10	385	4.19e-120	352
FDPENKKI_00795	VFG043573(gb|NP_219906)	61.000	600	220	5	3	602	9	594	0.0	718
FDPENKKI_00797	VFG037128(gb|WP_014581159)	40.708	565	317	8	1	558	1	554	1.14e-124	377
FDPENKKI_00798	VFG000478(gb|NP_459678)	58.730	126	52	0	4	129	5	130	7.63e-53	163
FDPENKKI_00810	VFG041842(gb|WP_011136182)	51.869	214	103	0	1	214	1	214	5.09e-67	205
FDPENKKI_00811	VFG022911(gb|WP_012396470)	30.526	380	230	13	102	457	99	468	2.11e-32	129
FDPENKKI_00816	VFG022910(gb|WP_013830539)	47.541	122	61	2	8	129	11	129	1.48e-21	92.4
FDPENKKI_00821	VFG038840(gb|WP_005300916)	39.496	238	127	5	218	445	9	239	8.44e-44	154
FDPENKKI_00839	VFG047656(gb|WP_014547827)	23.140	363	255	10	43	385	42	400	4.53e-23	101
FDPENKKI_00840	VFG047538(gb|WP_013923078)	25.688	436	290	11	33	458	15	426	1.64e-41	153
FDPENKKI_00842	VFG016484(gb|WP_009885583)	30.469	384	228	13	3	354	15	391	1.44e-35	138
FDPENKKI_00846	VFG009608(gb|WP_011730341)	41.250	80	47	0	96	175	182	261	1.81e-15	76.6
FDPENKKI_00854	VFG046930(gb|WP_013923064)	25.478	314	220	8	35	344	32	335	2.31e-23	103
FDPENKKI_00855	VFG000670(gb|NP_706258)	42.857	301	168	1	17	313	3	303	1.04e-82	252
FDPENKKI_00862	VFG018402(gb|WP_000131305)	71.477	880	246	3	27	903	31	908	0.0	1284
FDPENKKI_00870	VFG038839(gb|WP_011707832)	32.065	184	124	1	11	193	11	194	4.95e-20	86.3
FDPENKKI_00871	VFG016237(gb|WP_010899012)	45.545	202	108	2	5	205	12	212	1.76e-49	160
FDPENKKI_00875	VFG016094(gb|WP_012075666)	30.210	715	448	20	28	708	111	808	3.59e-82	277
FDPENKKI_00882	VFG043139(gb|WP_005478021)	32.967	182	119	3	359	538	329	509	6.67e-19	90.5
FDPENKKI_00883	VFG050679(gb|WP_000505928.1)	29.295	454	295	8	225	657	242	690	7.26e-38	149
FDPENKKI_00887	VFG047710(gb|WP_014547360)	28.261	184	104	4	152	322	723	891	7.54e-14	73.9
FDPENKKI_00894	VFG047583(gb|WP_003026526)	34.023	435	270	11	1	426	328	754	1.05e-68	232
FDPENKKI_00895	VFG015070(gb|WP_011103673)	32.137	641	401	15	305	929	166	788	3.94e-80	279
FDPENKKI_00900	VFG044362(gb|WP_033111968)	30.705	241	159	5	44	282	4	238	1.35e-23	96.7
FDPENKKI_00901	VFG013573(gb|WP_011608934)	33.478	230	149	2	2	231	4	229	5.51e-35	127
FDPENKKI_00904	VFG006471(gb|WP_011115249)	56.000	100	43	1	1	99	1	100	1.26e-33	115
FDPENKKI_00906	VFG019519(gb|WP_000779238)	54.639	97	44	0	1	97	106	202	3.11e-37	125
FDPENKKI_00907	VFG006476(gb|WP_011115250)	63.204	568	207	1	1	566	2	569	0.0	735
FDPENKKI_00913	VFG043573(gb|NP_219906)	23.558	416	227	14	8	396	9	360	2.11e-13	72.0
FDPENKKI_00925	VFG027205(gb|WP_005098722)	45.374	227	120	2	37	259	1	227	5.68e-59	187
FDPENKKI_00926	VFG032654(gb|WP_003747594)	27.597	308	203	11	167	459	175	477	3.34e-25	107
FDPENKKI_00932	VFG006489(gb|WP_000368914)	26.027	219	159	2	8	223	37	255	1.22e-13	67.8
FDPENKKI_00933	VFG019533(gb|WP_000238754)	67.347	196	64	0	6	201	2	197	2.12e-101	291
FDPENKKI_00935	VFG044115(gb|WP_010929756)	33.898	295	174	6	32	321	3	281	1.05e-30	118
FDPENKKI_00936	VFG044116(gb|WP_003815434)	47.305	167	84	2	10	176	7	169	1.91e-43	142
FDPENKKI_00937	VFG037498(gb|WP_086378951)	29.605	1037	581	23	75	989	25	1034	4.20e-119	389
FDPENKKI_00938	VFG043483(gb|WP_011064113)	36.239	436	239	9	15	415	7	438	1.15e-75	242
FDPENKKI_00940	VFG044370(gb|AAQ21378)	30.769	390	246	11	29	402	33	414	2.74e-32	127
FDPENKKI_00943	VFG044370(gb|AAQ21378)	30.273	403	251	11	27	412	32	421	1.05e-24	105
FDPENKKI_00947	VFG050144(gb|WP_001048423)	27.572	243	159	6	4	235	10	246	2.68e-21	89.7
FDPENKKI_00948	VFG044255(gb|WP_001078456)	25.547	274	181	9	49	309	61	324	3.14e-18	83.6
FDPENKKI_00949	VFG013727(gb|WP_004566911)	34.071	226	141	4	15	234	23	246	5.25e-26	102
FDPENKKI_00950	VFG007914(gb|WP_011780329)	32.353	272	136	5	2	273	4	227	3.20e-30	116
FDPENKKI_00954	VFG044084(gb|NP_251073)	34.797	296	178	8	1	291	1	286	7.65e-27	107
FDPENKKI_00955	VFG006892(gb|WP_000672503)	29.310	406	254	8	149	535	215	606	6.87e-37	144
FDPENKKI_00961	VFG007035(gb|WP_005481504)	25.342	292	170	11	29	301	144	406	1.88e-12	67.4
FDPENKKI_00969	VFG049933(gb|WP_011199086)	41.573	178	103	1	441	617	456	633	1.06e-36	146
FDPENKKI_00995	VFG014681(gb|NP_253640)	100.000	347	0	0	1	347	1	347	0.0	706
FDPENKKI_00996	VFG014696(gb|WP_003095674)	100.000	283	0	0	1	283	1	283	0.0	565
FDPENKKI_01001	VFG042738(gb|NP_253646)	100.000	691	0	0	1	691	1	691	0.0	1406
FDPENKKI_01016	VFG044140(gb|WP_002212186)	32.743	452	293	5	31	481	24	465	2.03e-62	210
FDPENKKI_01021	VFG044398(gb|AAF33139)	43.750	384	203	5	1	381	133	506	9.55e-100	305
FDPENKKI_01024	VFG015067(gb|NP_249619)	38.994	318	187	1	204	514	222	539	7.98e-58	212
FDPENKKI_01026	VFG041119(gb|WP_004528788)	39.331	239	132	4	5	239	8	237	6.99e-44	148
FDPENKKI_01031	VFG000141(gb|NP_253675)	99.059	425	4	0	1	425	1	425	0.0	833
FDPENKKI_01032	VFG049114(gb|WP_012737527)	33.708	178	113	4	6	180	5	180	8.76e-15	73.2
FDPENKKI_01037	VFG029181(gb|YP_007957115)	36.029	272	158	7	131	398	123	382	2.55e-37	139
FDPENKKI_01038	VFG044398(gb|AAF33139)	26.804	388	261	9	47	423	117	492	1.11e-26	112
FDPENKKI_01039	VFG013173(gb|WP_012341733)	59.101	467	190	1	7	472	7	473	0.0	552
FDPENKKI_01040	VFG013250(gb|WP_005687513)	44.615	585	308	5	11	592	12	583	9.88e-164	480
FDPENKKI_01043	VFG038028(gb|WP_000898289)	33.871	248	149	4	7	246	4	244	3.77e-41	144
FDPENKKI_01046	VFG021766(gb|WP_000701508)	26.481	287	195	6	13	292	13	290	2.35e-28	110
FDPENKKI_01047	VFG023796(gb|WP_172397678)	30.928	194	126	2	162	350	144	334	3.39e-22	96.3
FDPENKKI_01052	VFG000140(gb|NP_253696)	99.627	268	1	0	1	268	1	268	0.0	541
FDPENKKI_01053	VFG000139(gb|NP_253697)	98.928	373	4	0	1	373	1	373	0.0	752
FDPENKKI_01054	VFG000142(gb|NP_253698)	100.000	355	0	0	1	355	1	355	0.0	720
FDPENKKI_01055	VFG000143(gb|NP_253699)	100.000	345	0	0	1	345	1	345	0.0	699
FDPENKKI_01060	VFG049934(gb|WP_011181932)	39.413	477	284	4	411	883	404	879	2.94e-114	370
FDPENKKI_01061	VFG037105(gb|WP_002233356)	41.509	159	85	2	50	206	199	351	5.33e-32	121
FDPENKKI_01063	VFG029783(gb|WP_013827173)	36.084	618	373	14	1	600	1	614	1.84e-94	302
FDPENKKI_01071	VFG038723(gb|WP_011705294)	29.592	196	130	5	5	197	6	196	7.49e-20	85.9
FDPENKKI_01077	VFG013612(gb|WP_011609686)	68.927	354	109	1	1	354	1	353	0.0	511
FDPENKKI_01080	VFG006950(gb|WP_000281360)	31.658	199	121	6	55	242	48	242	5.63e-12	66.6
FDPENKKI_01082	VFG042129(gb|WP_157866201)	36.735	147	90	3	3	148	2027	2171	2.85e-19	84.0
FDPENKKI_01083	VFG019743(gb|WP_012614629)	99.720	714	2	0	1	714	1	714	0.0	1432
FDPENKKI_01084	VFG001219(gb|NP_253728)	100.000	174	0	0	1	174	1	174	2.76e-127	354
FDPENKKI_01085	VFG001220(gb|NP_253729)	99.517	207	1	0	1	207	1	207	3.82e-153	422
FDPENKKI_01086	VFG001221(gb|NP_253730)	100.000	198	0	0	1	198	1	198	5.39e-145	401
FDPENKKI_01087	VFG001222(gb|NP_253731)	100.000	354	0	0	1	354	1	354	0.0	707
FDPENKKI_01091	VFG004735(gb|WP_000841351)	26.923	156	107	4	5	155	24	177	9.21e-13	64.7
FDPENKKI_01103	VFG043607(gb|WP_001063234)	49.701	167	73	5	114	271	379	543	1.05e-19	89.0
FDPENKKI_01103	VFG043607(gb|WP_001063234)	55.385	130	50	4	137	260	446	573	1.71e-16	79.7
